# owner	field	kind	target
CActorBase	On	struct	SActorEvent
CActorBase	Preload	link	CPreloadLink
CActorBase	Remove	struct	SActorEvent
CActorBase	Supporter	struct	SActorRequest
CActorBase	VisibilityShape	struct	SActorVisibilityShape
CActorBatch	Count	struct	SAccumulatedUInt32
CActorBatch	Host	struct	SActorRequest
CActorBatch	HostForProps	struct	SActorRequest
CActorBatch	HostSiteOps	struct	SActorSiteOpsData
CActorBatch	On	struct	SActorEvent
CActorBatch	Preload	link	CPreloadLink
CActorBatch	Remove	struct	SActorEvent
CActorBatch	Supporter	struct	SActorRequest
CActorBatch	VisibilityShape	struct	SActorVisibilityShape
CActorBeam	EventDataFootprint	struct	SEventDataFootprint
CActorBeam	EventDataSound	struct	SEventDataSound
CActorBeam	Host	struct	SActorRequest
CActorBeam	HostedAttaches	struct	SActorHostedAttach
CActorBeam	HostFor2ndVisibilityTest	struct	SActorRequest
CActorBeam	HostForProps	struct	SActorRequest
CActorBeam	HostImpact	struct	SActorRequest
CActorBeam	HostImpactSiteOps	struct	SActorSiteOpsData
CActorBeam	HostLaunch	struct	SActorRequest
CActorBeam	HostLaunchSiteOps	struct	SActorSiteOpsData
CActorBeam	HostSiteOps	struct	SActorSiteOpsData
CActorBeam	HostSiteOpsFor2ndVisibilityTest	struct	SActorSiteOpsData
CActorBeam	Model	link	CModelLink
CActorBeam	ModelAspectSets	struct	SActorModelAspectSet
CActorBeam	On	struct	SActorEvent
CActorBeam	PhysicsImpactDefault	struct	SActorPhysicsImpactData
CActorBeam	PhysicsImpacts	struct	SActorPhysicsImpactData
CActorBeam	Preload	link	CPreloadLink
CActorBeam	Remove	struct	SActorEvent
CActorBeam	Supporter	struct	SActorRequest
CActorBeam	VisibilityShape	struct	SActorVisibilityShape
CActorBeamSimple	EventDataFootprint	struct	SEventDataFootprint
CActorBeamSimple	EventDataSound	struct	SEventDataSound
CActorBeamSimple	Host	struct	SActorRequest
CActorBeamSimple	HostedAttaches	struct	SActorHostedAttach
CActorBeamSimple	HostFor2ndVisibilityTest	struct	SActorRequest
CActorBeamSimple	HostForProps	struct	SActorRequest
CActorBeamSimple	HostImpact	struct	SActorRequest
CActorBeamSimple	HostImpactSiteOps	struct	SActorSiteOpsData
CActorBeamSimple	HostLaunch	struct	SActorRequest
CActorBeamSimple	HostLaunchSiteOps	struct	SActorSiteOpsData
CActorBeamSimple	HostSiteOps	struct	SActorSiteOpsData
CActorBeamSimple	HostSiteOpsFor2ndVisibilityTest	struct	SActorSiteOpsData
CActorBeamSimple	Model	link	CModelLink
CActorBeamSimple	ModelAspectSets	struct	SActorModelAspectSet
CActorBeamSimple	On	struct	SActorEvent
CActorBeamSimple	PhysicsImpactDefault	struct	SActorPhysicsImpactData
CActorBeamSimple	PhysicsImpacts	struct	SActorPhysicsImpactData
CActorBeamSimple	Preload	link	CPreloadLink
CActorBeamSimple	Remove	struct	SActorEvent
CActorBeamSimple	Supporter	struct	SActorRequest
CActorBeamSimple	VisibilityShape	struct	SActorVisibilityShape
CActorBeamStandard	Beam	link	CBeamLink
CActorBeamStandard	EventDataFootprint	struct	SEventDataFootprint
CActorBeamStandard	EventDataSound	struct	SEventDataSound
CActorBeamStandard	Host	struct	SActorRequest
CActorBeamStandard	HostedAttaches	struct	SActorHostedAttach
CActorBeamStandard	HostFor2ndVisibilityTest	struct	SActorRequest
CActorBeamStandard	HostForProps	struct	SActorRequest
CActorBeamStandard	HostImpact	struct	SActorRequest
CActorBeamStandard	HostImpactSiteOps	struct	SActorSiteOpsData
CActorBeamStandard	HostLaunch	struct	SActorRequest
CActorBeamStandard	HostLaunchSiteOps	struct	SActorSiteOpsData
CActorBeamStandard	HostSiteOps	struct	SActorSiteOpsData
CActorBeamStandard	HostSiteOpsFor2ndVisibilityTest	struct	SActorSiteOpsData
CActorBeamStandard	Model	link	CModelLink
CActorBeamStandard	ModelAspectSets	struct	SActorModelAspectSet
CActorBeamStandard	On	struct	SActorEvent
CActorBeamStandard	PhysicsImpactDefault	struct	SActorPhysicsImpactData
CActorBeamStandard	PhysicsImpacts	struct	SActorPhysicsImpactData
CActorBeamStandard	Preload	link	CPreloadLink
CActorBeamStandard	Remove	struct	SActorEvent
CActorBeamStandard	Supporter	struct	SActorRequest
CActorBeamStandard	VisibilityShape	struct	SActorVisibilityShape
CActorBearings	Host	struct	SActorRequest
CActorBearings	HostForProps	struct	SActorRequest
CActorBearings	HostSiteOps	struct	SActorSiteOpsData
CActorBearings	On	struct	SActorEvent
CActorBearings	Preload	link	CPreloadLink
CActorBearings	Remove	struct	SActorEvent
CActorBearings	Supporter	struct	SActorRequest
CActorBearings	VisibilityShape	struct	SActorVisibilityShape
CActorBlob	On	struct	SActorEvent
CActorBlob	Preload	link	CPreloadLink
CActorBlob	Remove	struct	SActorEvent
CActorBlob	Supporter	struct	SActorRequest
CActorBlob	VisibilityShape	struct	SActorVisibilityShape
CActorCamera	Camera	link	CCameraLink
CActorCamera	Host	struct	SActorRequest
CActorCamera	HostEye	struct	SActorRequest
CActorCamera	HostEyeSiteOps	struct	SActorSiteOpsData
CActorCamera	HostForProps	struct	SActorRequest
CActorCamera	HostSiteOps	struct	SActorSiteOpsData
CActorCamera	On	struct	SActorEvent
CActorCamera	Preload	link	CPreloadLink
CActorCamera	Remove	struct	SActorEvent
CActorCamera	Supporter	struct	SActorRequest
CActorCamera	VisibilityShape	struct	SActorVisibilityShape
CActorCameraModel	DoFAttenuationEndModel	link	CModelLink
CActorCameraModel	DoFAttenuationStartModel	link	CModelLink
CActorCameraModel	EventDataFootprint	struct	SEventDataFootprint
CActorCameraModel	EventDataSound	struct	SEventDataSound
CActorCameraModel	Host	struct	SActorRequest
CActorCameraModel	HostedAttaches	struct	SActorHostedAttach
CActorCameraModel	HostFor2ndVisibilityTest	struct	SActorRequest
CActorCameraModel	HostForProps	struct	SActorRequest
CActorCameraModel	HostSiteOps	struct	SActorSiteOpsData
CActorCameraModel	HostSiteOpsFor2ndVisibilityTest	struct	SActorSiteOpsData
CActorCameraModel	Model	link	CModelLink
CActorCameraModel	ModelAspectSets	struct	SActorModelAspectSet
CActorCameraModel	On	struct	SActorEvent
CActorCameraModel	PhysicsImpactDefault	struct	SActorPhysicsImpactData
CActorCameraModel	PhysicsImpacts	struct	SActorPhysicsImpactData
CActorCameraModel	Preload	link	CPreloadLink
CActorCameraModel	Remove	struct	SActorEvent
CActorCameraModel	Supporter	struct	SActorRequest
CActorCameraModel	VisibilityShape	struct	SActorVisibilityShape
CActorCreep	On	struct	SActorEvent
CActorCreep	Preload	link	CPreloadLink
CActorCreep	Remove	struct	SActorEvent
CActorCreep	SubjectResponses	struct	SActorQuerySubjectResponse
CActorCreep	Supporter	struct	SActorRequest
CActorCreep	VisibilityShape	struct	SActorVisibilityShape
CActorCutscene	Host	struct	SActorRequest
CActorCutscene	HostForProps	struct	SActorRequest
CActorCutscene	HostSiteOps	struct	SActorSiteOpsData
CActorCutscene	On	struct	SActorEvent
CActorCutscene	Preload	link	CPreloadLink
CActorCutscene	Remove	struct	SActorEvent
CActorCutscene	Supporter	struct	SActorRequest
CActorCutscene	VisibilityShape	struct	SActorVisibilityShape
CActorDoodad	EditorModel	link	CModelLink
CActorDoodad	EventDataFootprint	struct	SEventDataFootprint
CActorDoodad	EventDataSound	struct	SEventDataSound
CActorDoodad	Footprint	link	CFootprintLink
CActorDoodad	Host	struct	SActorRequest
CActorDoodad	HostedAttaches	struct	SActorHostedAttach
CActorDoodad	HostFor2ndVisibilityTest	struct	SActorRequest
CActorDoodad	HostForProps	struct	SActorRequest
CActorDoodad	HostSiteOps	struct	SActorSiteOpsData
CActorDoodad	HostSiteOpsFor2ndVisibilityTest	struct	SActorSiteOpsData
CActorDoodad	Model	link	CModelLink
CActorDoodad	ModelAspectSets	struct	SActorModelAspectSet
CActorDoodad	On	struct	SActorEvent
CActorDoodad	PhysicsImpactDefault	struct	SActorPhysicsImpactData
CActorDoodad	PhysicsImpacts	struct	SActorPhysicsImpactData
CActorDoodad	Preload	link	CPreloadLink
CActorDoodad	Remove	struct	SActorEvent
CActorDoodad	Supporter	struct	SActorRequest
CActorDoodad	TexSets	link	CTerrainLink
CActorDoodad	VisibilityShape	struct	SActorVisibilityShape
CActorDoodadPreserver	EventDataFootprint	struct	SEventDataFootprint
CActorDoodadPreserver	EventDataSound	struct	SEventDataSound
CActorDoodadPreserver	Host	struct	SActorRequest
CActorDoodadPreserver	HostedAttaches	struct	SActorHostedAttach
CActorDoodadPreserver	HostFor2ndVisibilityTest	struct	SActorRequest
CActorDoodadPreserver	HostForProps	struct	SActorRequest
CActorDoodadPreserver	HostSiteOps	struct	SActorSiteOpsData
CActorDoodadPreserver	HostSiteOpsFor2ndVisibilityTest	struct	SActorSiteOpsData
CActorDoodadPreserver	Model	link	CModelLink
CActorDoodadPreserver	ModelAspectSets	struct	SActorModelAspectSet
CActorDoodadPreserver	On	struct	SActorEvent
CActorDoodadPreserver	PhysicsImpactDefault	struct	SActorPhysicsImpactData
CActorDoodadPreserver	PhysicsImpacts	struct	SActorPhysicsImpactData
CActorDoodadPreserver	Preload	link	CPreloadLink
CActorDoodadPreserver	Remove	struct	SActorEvent
CActorDoodadPreserver	Supporter	struct	SActorRequest
CActorDoodadPreserver	VisibilityShape	struct	SActorVisibilityShape
CActorEditorCamera	EventDataFootprint	struct	SEventDataFootprint
CActorEditorCamera	EventDataSound	struct	SEventDataSound
CActorEditorCamera	Host	struct	SActorRequest
CActorEditorCamera	HostedAttaches	struct	SActorHostedAttach
CActorEditorCamera	HostFor2ndVisibilityTest	struct	SActorRequest
CActorEditorCamera	HostForProps	struct	SActorRequest
CActorEditorCamera	HostSiteOps	struct	SActorSiteOpsData
CActorEditorCamera	HostSiteOpsFor2ndVisibilityTest	struct	SActorSiteOpsData
CActorEditorCamera	Model	link	CModelLink
CActorEditorCamera	ModelAspectSets	struct	SActorModelAspectSet
CActorEditorCamera	On	struct	SActorEvent
CActorEditorCamera	PhysicsImpactDefault	struct	SActorPhysicsImpactData
CActorEditorCamera	PhysicsImpacts	struct	SActorPhysicsImpactData
CActorEditorCamera	Preload	link	CPreloadLink
CActorEditorCamera	Remove	struct	SActorEvent
CActorEditorCamera	Supporter	struct	SActorRequest
CActorEditorCamera	VisibilityShape	struct	SActorVisibilityShape
CActorEditorPoint	EventDataFootprint	struct	SEventDataFootprint
CActorEditorPoint	EventDataSound	struct	SEventDataSound
CActorEditorPoint	Host	struct	SActorRequest
CActorEditorPoint	HostedAttaches	struct	SActorHostedAttach
CActorEditorPoint	HostFor2ndVisibilityTest	struct	SActorRequest
CActorEditorPoint	HostForProps	struct	SActorRequest
CActorEditorPoint	HostSiteOps	struct	SActorSiteOpsData
CActorEditorPoint	HostSiteOpsFor2ndVisibilityTest	struct	SActorSiteOpsData
CActorEditorPoint	Model	link	CModelLink
CActorEditorPoint	ModelAspectSets	struct	SActorModelAspectSet
CActorEditorPoint	On	struct	SActorEvent
CActorEditorPoint	PhysicsImpactDefault	struct	SActorPhysicsImpactData
CActorEditorPoint	PhysicsImpacts	struct	SActorPhysicsImpactData
CActorEditorPoint	Preload	link	CPreloadLink
CActorEditorPoint	Remove	struct	SActorEvent
CActorEditorPoint	Supporter	struct	SActorRequest
CActorEditorPoint	VisibilityShape	struct	SActorVisibilityShape
CActorEventMacro	On	struct	SActorEvent
CActorEventMacro	Preload	link	CPreloadLink
CActorEventMacro	Remove	struct	SActorEvent
CActorEventMacro	Supporter	struct	SActorRequest
CActorEventMacro	VisibilityShape	struct	SActorVisibilityShape
CActorEventMacroRunnable	Do	struct	SActorEvent
CActorEventMacroRunnable	On	struct	SActorEvent
CActorEventMacroRunnable	Preload	link	CPreloadLink
CActorEventMacroRunnable	Remove	struct	SActorEvent
CActorEventMacroRunnable	Supporter	struct	SActorRequest
CActorEventMacroRunnable	VisibilityShape	struct	SActorVisibilityShape
CActorFoliageFXSpawner	Host	struct	SActorRequest
CActorFoliageFXSpawner	HostForProps	struct	SActorRequest
CActorFoliageFXSpawner	HostSiteOps	struct	SActorSiteOpsData
CActorFoliageFXSpawner	On	struct	SActorEvent
CActorFoliageFXSpawner	Preload	link	CPreloadLink
CActorFoliageFXSpawner	Remove	struct	SActorEvent
CActorFoliageFXSpawner	Supporter	struct	SActorRequest
CActorFoliageFXSpawner	VisibilityShape	struct	SActorVisibilityShape
CActorForce	EventDataFootprint	struct	SEventDataFootprint
CActorForce	EventDataSound	struct	SEventDataSound
CActorForce	Host	struct	SActorRequest
CActorForce	HostedAttaches	struct	SActorHostedAttach
CActorForce	HostFor2ndVisibilityTest	struct	SActorRequest
CActorForce	HostForProps	struct	SActorRequest
CActorForce	HostSiteOps	struct	SActorSiteOpsData
CActorForce	HostSiteOpsFor2ndVisibilityTest	struct	SActorSiteOpsData
CActorForce	Model	link	CModelLink
CActorForce	ModelAspectSets	struct	SActorModelAspectSet
CActorForce	On	struct	SActorEvent
CActorForce	PhysicsImpactDefault	struct	SActorPhysicsImpactData
CActorForce	PhysicsImpacts	struct	SActorPhysicsImpactData
CActorForce	Preload	link	CPreloadLink
CActorForce	Receiver	struct	SActorRequest
CActorForce	Remove	struct	SActorEvent
CActorForce	Supporter	struct	SActorRequest
CActorForce	VisibilityShape	struct	SActorVisibilityShape
CActorForceBox	EventDataFootprint	struct	SEventDataFootprint
CActorForceBox	EventDataSound	struct	SEventDataSound
CActorForceBox	Host	struct	SActorRequest
CActorForceBox	HostedAttaches	struct	SActorHostedAttach
CActorForceBox	HostFor2ndVisibilityTest	struct	SActorRequest
CActorForceBox	HostForProps	struct	SActorRequest
CActorForceBox	HostSiteOps	struct	SActorSiteOpsData
CActorForceBox	HostSiteOpsFor2ndVisibilityTest	struct	SActorSiteOpsData
CActorForceBox	Model	link	CModelLink
CActorForceBox	ModelAspectSets	struct	SActorModelAspectSet
CActorForceBox	On	struct	SActorEvent
CActorForceBox	PhysicsImpactDefault	struct	SActorPhysicsImpactData
CActorForceBox	PhysicsImpacts	struct	SActorPhysicsImpactData
CActorForceBox	Preload	link	CPreloadLink
CActorForceBox	Receiver	struct	SActorRequest
CActorForceBox	Remove	struct	SActorEvent
CActorForceBox	Supporter	struct	SActorRequest
CActorForceBox	VisibilityShape	struct	SActorVisibilityShape
CActorForceConeRoundedEnd	EventDataFootprint	struct	SEventDataFootprint
CActorForceConeRoundedEnd	EventDataSound	struct	SEventDataSound
CActorForceConeRoundedEnd	Host	struct	SActorRequest
CActorForceConeRoundedEnd	HostedAttaches	struct	SActorHostedAttach
CActorForceConeRoundedEnd	HostEnd	struct	SActorRequest
CActorForceConeRoundedEnd	HostEndSiteOps	struct	SActorSiteOpsData
CActorForceConeRoundedEnd	HostFor2ndVisibilityTest	struct	SActorRequest
CActorForceConeRoundedEnd	HostForProps	struct	SActorRequest
CActorForceConeRoundedEnd	HostSiteOps	struct	SActorSiteOpsData
CActorForceConeRoundedEnd	HostSiteOpsFor2ndVisibilityTest	struct	SActorSiteOpsData
CActorForceConeRoundedEnd	Model	link	CModelLink
CActorForceConeRoundedEnd	ModelAspectSets	struct	SActorModelAspectSet
CActorForceConeRoundedEnd	On	struct	SActorEvent
CActorForceConeRoundedEnd	PhysicsImpactDefault	struct	SActorPhysicsImpactData
CActorForceConeRoundedEnd	PhysicsImpacts	struct	SActorPhysicsImpactData
CActorForceConeRoundedEnd	Preload	link	CPreloadLink
CActorForceConeRoundedEnd	Receiver	struct	SActorRequest
CActorForceConeRoundedEnd	Remove	struct	SActorEvent
CActorForceConeRoundedEnd	Supporter	struct	SActorRequest
CActorForceConeRoundedEnd	VisibilityShape	struct	SActorVisibilityShape
CActorForceCylinder	EventDataFootprint	struct	SEventDataFootprint
CActorForceCylinder	EventDataSound	struct	SEventDataSound
CActorForceCylinder	Host	struct	SActorRequest
CActorForceCylinder	HostedAttaches	struct	SActorHostedAttach
CActorForceCylinder	HostEnd	struct	SActorRequest
CActorForceCylinder	HostEndSiteOps	struct	SActorSiteOpsData
CActorForceCylinder	HostFor2ndVisibilityTest	struct	SActorRequest
CActorForceCylinder	HostForProps	struct	SActorRequest
CActorForceCylinder	HostSiteOps	struct	SActorSiteOpsData
CActorForceCylinder	HostSiteOpsFor2ndVisibilityTest	struct	SActorSiteOpsData
CActorForceCylinder	Model	link	CModelLink
CActorForceCylinder	ModelAspectSets	struct	SActorModelAspectSet
CActorForceCylinder	On	struct	SActorEvent
CActorForceCylinder	PhysicsImpactDefault	struct	SActorPhysicsImpactData
CActorForceCylinder	PhysicsImpacts	struct	SActorPhysicsImpactData
CActorForceCylinder	Preload	link	CPreloadLink
CActorForceCylinder	Receiver	struct	SActorRequest
CActorForceCylinder	Remove	struct	SActorEvent
CActorForceCylinder	Supporter	struct	SActorRequest
CActorForceCylinder	VisibilityShape	struct	SActorVisibilityShape
CActorForceLineSegment	EventDataFootprint	struct	SEventDataFootprint
CActorForceLineSegment	EventDataSound	struct	SEventDataSound
CActorForceLineSegment	Host	struct	SActorRequest
CActorForceLineSegment	HostedAttaches	struct	SActorHostedAttach
CActorForceLineSegment	HostEnd	struct	SActorRequest
CActorForceLineSegment	HostEndSiteOps	struct	SActorSiteOpsData
CActorForceLineSegment	HostFor2ndVisibilityTest	struct	SActorRequest
CActorForceLineSegment	HostForProps	struct	SActorRequest
CActorForceLineSegment	HostSiteOps	struct	SActorSiteOpsData
CActorForceLineSegment	HostSiteOpsFor2ndVisibilityTest	struct	SActorSiteOpsData
CActorForceLineSegment	Model	link	CModelLink
CActorForceLineSegment	ModelAspectSets	struct	SActorModelAspectSet
CActorForceLineSegment	On	struct	SActorEvent
CActorForceLineSegment	PhysicsImpactDefault	struct	SActorPhysicsImpactData
CActorForceLineSegment	PhysicsImpacts	struct	SActorPhysicsImpactData
CActorForceLineSegment	Preload	link	CPreloadLink
CActorForceLineSegment	Receiver	struct	SActorRequest
CActorForceLineSegment	Remove	struct	SActorEvent
CActorForceLineSegment	Supporter	struct	SActorRequest
CActorForceLineSegment	VisibilityShape	struct	SActorVisibilityShape
CActorForceSphere	EventDataFootprint	struct	SEventDataFootprint
CActorForceSphere	EventDataSound	struct	SEventDataSound
CActorForceSphere	Host	struct	SActorRequest
CActorForceSphere	HostedAttaches	struct	SActorHostedAttach
CActorForceSphere	HostFor2ndVisibilityTest	struct	SActorRequest
CActorForceSphere	HostForProps	struct	SActorRequest
CActorForceSphere	HostSiteOps	struct	SActorSiteOpsData
CActorForceSphere	HostSiteOpsFor2ndVisibilityTest	struct	SActorSiteOpsData
CActorForceSphere	Model	link	CModelLink
CActorForceSphere	ModelAspectSets	struct	SActorModelAspectSet
CActorForceSphere	On	struct	SActorEvent
CActorForceSphere	PhysicsImpactDefault	struct	SActorPhysicsImpactData
CActorForceSphere	PhysicsImpacts	struct	SActorPhysicsImpactData
CActorForceSphere	Preload	link	CPreloadLink
CActorForceSphere	Receiver	struct	SActorRequest
CActorForceSphere	Remove	struct	SActorEvent
CActorForceSphere	Supporter	struct	SActorRequest
CActorForceSphere	VisibilityShape	struct	SActorVisibilityShape
CActorGlobalConfig	AttachHarnessSOpAttach	link	CActorLink
CActorGlobalConfig	AttachHarnessSOpLocalOffset	link	CActorLink
CActorGlobalConfig	AttachHarnessSOpRotationExplicit	link	CActorLink
CActorGlobalConfig	BodySquibs	struct	SActorDeathBodySquib
CActorGlobalConfig	CloakModel	link	CModelLink
CActorGlobalConfig	CloakModelLow	link	CModelLink
CActorGlobalConfig	CloakTransitionArray	struct	SActorCloakTransition
CActorGlobalConfig	CreepEngulfmentModel	link	CModelLink
CActorGlobalConfig	CreepHeightClasses	struct	SActorCreepHeightClass
CActorGlobalConfig	CreepRates	struct	SActorCreepRate
CActorGlobalConfig	DeathCustoms	struct	SActorDeathDataCustom
CActorGlobalConfig	LookAtTypes	struct	SLookAtType
CActorGlobalConfig	ModelCacheFallback	link	CModelLink
CActorGlobalConfig	On	struct	SActorEvent
CActorGlobalConfig	Preload	link	CPreloadLink
CActorGlobalConfig	Remove	struct	SActorEvent
CActorGlobalConfig	SplatEmitterInit	struct	SSplatEmitterInitInfo
CActorGlobalConfig	Supporter	struct	SActorRequest
CActorGlobalConfig	VisibilityShape	struct	SActorVisibilityShape
CActorLight	EventDataFootprint	struct	SEventDataFootprint
CActorLight	EventDataSound	struct	SEventDataSound
CActorLight	Host	struct	SActorRequest
CActorLight	HostedAttaches	struct	SActorHostedAttach
CActorLight	HostFor2ndVisibilityTest	struct	SActorRequest
CActorLight	HostForProps	struct	SActorRequest
CActorLight	HostSiteOps	struct	SActorSiteOpsData
CActorLight	HostSiteOpsFor2ndVisibilityTest	struct	SActorSiteOpsData
CActorLight	Model	link	CModelLink
CActorLight	ModelAspectSets	struct	SActorModelAspectSet
CActorLight	On	struct	SActorEvent
CActorLight	PhysicsImpactDefault	struct	SActorPhysicsImpactData
CActorLight	PhysicsImpacts	struct	SActorPhysicsImpactData
CActorLight	Preload	link	CPreloadLink
CActorLight	Remove	struct	SActorEvent
CActorLight	Supporter	struct	SActorRequest
CActorLight	VisibilityShape	struct	SActorVisibilityShape
CActorLightModel	EventDataFootprint	struct	SEventDataFootprint
CActorLightModel	EventDataSound	struct	SEventDataSound
CActorLightModel	Host	struct	SActorRequest
CActorLightModel	HostedAttaches	struct	SActorHostedAttach
